author	epoche	genre	title	textPath	label	n_sent	n_tok	n_tok_no_punct	n_adja	n_nn	n_v	n_vv	n_vfin	n_vvfin	n_konj_vf	n_konj_vvf	n_acc	n_dat	n_acc_doppelt	n_dat_doppelt
Storm, Theodor	Realismus	prose	Erzählungen/Geschichten aus der Tonne/»Dree to beed«	Literatur-Storm,-Theodor/tg263.txt	not defined	24	441	357	19	51	74	55	60	42	5	0	8	14	5	2
Storm, Theodor	Realismus	Erzählung	Erzählungen/Geschichten aus der Tonne/Das Märchen von den drei Spinnfrauen	Literatur-Storm,-Theodor/tg261.txt	not defined	76	1596	1328	56	215	266	164	214	125	9	2	13	54	12	26
Storm, Theodor	Realismus	Erzählung	Erzählungen/Geschichten aus der Tonne/Se dohn sick wat to gude	Literatur-Storm,-Theodor/tg262.txt	not defined	60	1141	937	24	168	157	113	122	78	3	2	11	25	9	6
Storm, Theodor	Realismus	Erzählung	Erzählungen/Hans und Heinz Kirch	Literatur-Storm,-Theodor/tg250.txt	not defined	1729	27269	22690	1083	3858	3975	2734	2843	1722	62	7	384	999	277	413
Storm, Theodor	Realismus	Erzählung	Erzählungen/Im Brauerhause	Literatur-Storm,-Theodor/tg247.txt	not defined	634	11060	9477	390	1550	1777	1151	1248	698	32	1	168	312	118	129
Storm, Theodor	Realismus	Erzählung	Erzählungen/Im Nachbarhause links	Literatur-Storm,-Theodor/tg241.txt	not defined	700	11338	9374	631	1653	1565	1043	1117	656	32	7	125	350	98	158
Storm, Theodor	Realismus	Erzählung	Erzählungen/Im Saal	Literatur-Storm,-Theodor/tg199.txt	not defined	169	2406	2020	134	368	357	225	282	161	3	1	40	62	33	22
Storm, Theodor	Realismus	Erzählung	Erzählungen/Im Schloß	Literatur-Storm,-Theodor/tg216.txt	not defined	1080	17667	14875	905	2726	2457	1770	1834	1214	39	15	265	681	190	312
Storm, Theodor	Realismus	Erzählung	Erzählungen/Immensee	Literatur-Storm,-Theodor/tg200.txt	not defined	899	11547	9504	459	1586	1755	1294	1382	963	15	6	203	393	148	190
Storm, Theodor	Realismus	Erzählung	Erzählungen/In St. Jürgen	Literatur-Storm,-Theodor/tg232.txt	not defined	902	15089	12885	635	2274	2273	1617	1678	1080	28	7	247	577	182	277
Storm, Theodor	Realismus	Erzählung	Erzählungen/John Riew'	Literatur-Storm,-Theodor/tg255.txt	not defined	1451	22592	18189	737	2873	3320	2279	2589	1642	65	14	275	671	204	277
Storm, Theodor	Realismus	Erzählung	Erzählungen/Marthe und ihre Uhr	Literatur-Storm,-Theodor/tg198.txt	not defined	140	2320	1983	123	373	325	207	232	127	4	1	29	66	23	31
Storm, Theodor	Realismus	Erzählung	Erzählungen/Pole Poppenspäler	Literatur-Storm,-Theodor/tg236.txt	not defined	1290	21011	17410	889	3064	2947	2034	2134	1303	69	21	289	785	212	359
Storm, Theodor	Realismus	Erzählung	Erzählungen/Psyche	Literatur-Storm,-Theodor/tg240.txt	not defined	848	12269	10011	612	1806	1629	1110	1184	719	41	7	148	402	104	196
Storm, Theodor	Realismus	Erzählung	Erzählungen/Renate	Literatur-Storm,-Theodor/tg244.txt	not defined	1263	24114	20425	962	3672	3338	2356	2399	1532	55	16	332	883	233	355
Storm, Theodor	Realismus	Erzählung	Erzählungen/Schweigen	Literatur-Storm,-Theodor/tg251.txt	not defined	1574	24782	20398	1014	3389	3647	2518	2595	1569	66	7	328	866	214	392
Storm, Theodor	Realismus	Erzählung	Erzählungen/Veronika	Literatur-Storm,-Theodor/tg212.txt	not defined	318	5003	4168	224	786	665	527	503	376	6	2	70	193	60	91
Storm, Theodor	Realismus	Erzählung	Erzählungen/Viola tricolor	Literatur-Storm,-Theodor/tg235.txt	not defined	880	11984	9674	502	1631	1721	1241	1305	865	25	4	180	394	137	187
Storm, Theodor	Realismus	Erzählung	Erzählungen/Waldwinkel	Literatur-Storm,-Theodor/tg237.txt	not defined	1437	20799	17009	890	2970	2972	2082	2168	1375	47	13	332	717	239	339
Storm, Theodor	Realismus	Erzählung	Erzählungen/Zur Chronik von Grieshuus	Literatur-Storm,-Theodor/tg252.txt	not defined	2233	35847	29857	1345	5681	5224	3502	3719	2205	59	10	491	1277	321	538
Storm, Theodor	Realismus	Erzählung	Erzählungen/Zur Wald- und Wasserfreude	Literatur-Storm,-Theodor/tg245.txt	not defined	1390	21040	17418	929	2993	2992	2151	2228	1463	36	7	280	735	191	341
Storm, Theodor	Realismus	Märchen	Märchen und Spukgeschichten/Am Kamin	Literatur-Storm,-Theodor/tg277.txt	not defined	503	9474	7882	460	1448	1320	906	894	524	23	2	125	371	87	182
Storm, Theodor	Realismus	Märchen	Märchen und Spukgeschichten/Bulemanns Haus	Literatur-Storm,-Theodor/tg281.txt	not defined	436	7906	6763	422	1349	1138	795	795	500	11	1	126	316	97	156
Storm, Theodor	Realismus	Märchen	Märchen und Spukgeschichten/Der kleine Häwelmann	Literatur-Storm,-Theodor/tg265.txt	not defined	105	1500	1185	80	199	211	154	168	113	4	0	17	35	13	17
Storm, Theodor	Realismus	Märchen	Märchen und Spukgeschichten/Der Spiegel des Cyprianus	Literatur-Storm,-Theodor/tg282.txt	not defined	580	9413	7843	445	1593	1329	987	997	691	16	3	142	366	116	158
Storm, Theodor	Realismus	Märchen	Märchen und Spukgeschichten/Die Regentrude	Literatur-Storm,-Theodor/tg280.txt	not defined	719	10992	8927	431	1476	1615	1177	1242	850	13	1	162	319	123	130
Storm, Theodor	Realismus	Märchen	Märchen und Spukgeschichten/Hans Bär	Literatur-Storm,-Theodor/tg276.txt	not defined	129	3640	3211	164	517	522	387	375	254	14	3	65	121	46	36
Storm, Theodor	Realismus	Märchen	Märchen und Spukgeschichten/Hinzelmeier	Literatur-Storm,-Theodor/tg266.txt	not defined	556	9181	7618	313	1454	1353	1026	1071	773	15	5	173	322	130	135
Tieck, Ludwig	not defined	Roman	Der Alte vom Berge	droro_e1/Tieck_Ludwig_Der_Alte_vom_Berge.txt	Romantik_E1	1535	38090	32177	1605	5504	5857	3872	3909	2164	142	23	383	1042	253	441
Tieck, Ludwig	Romantik	Märchen	Erzählungen und Märchen/Der Aufruhr in den Cevennen	Literatur-Tieck,-Ludwig/tg955.txt	not defined	3941	91761	75446	3711	13538	14018	9508	9548	5550	317	42	974	2635	613	1075
Tieck, Ludwig	Romantik	Märchen	Erzählungen und Märchen/Der fünfzehnte November	Literatur-Tieck,-Ludwig/tg961.txt	not defined	970	21426	17951	906	3009	3323	2264	2350	1400	94	14	230	589	164	221
Tieck, Ludwig	Romantik	Märchen	Erzählungen und Märchen/Der Geheimnisvolle	Literatur-Tieck,-Ludwig/tg953.txt	not defined	1844	37433	31649	1638	5278	6043	4074	3989	2240	147	17	461	1044	274	389
Tieck, Ludwig	Romantik	Märchen	Erzählungen und Märchen/Der Hexen-Sabbath	Literatur-Tieck,-Ludwig/tg962.txt	not defined	3509	81714	69080	3419	12582	12876	8457	8402	4488	295	26	844	2260	483	927
Tieck, Ludwig	Romantik	Märchen	Erzählungen und Märchen/Des Lebens Überfluß	Literatur-Tieck,-Ludwig/tg963.txt	not defined	999	21533	17793	969	3029	3233	2130	2177	1193	100	8	214	570	156	245
Tieck, Ludwig	Romantik	Märchen	Erzählungen und Märchen/Dichterleben (Erster Teil)	Literatur-Tieck,-Ludwig/tg959.txt	not defined	1642	39064	31941	1827	5566	5785	3820	3784	2055	129	19	371	1110	218	456
Tieck, Ludwig	Romantik	Märchen	Erzählungen und Märchen/Dichterleben (Zweiter Teil)	Literatur-Tieck,-Ludwig/tg960.txt	not defined	2088	57431	47654	2515	8438	8419	5604	5557	3042	197	37	555	1567	317	665
Tieck, Ludwig	Romantik	Märchen	Erzählungen und Märchen/Die beiden merkwürdigsten Tage aus Siegmunds Leben	Literatur-Tieck,-Ludwig/tg901.txt	not defined	340	8732	7449	446	1311	1295	916	880	540	24	2	107	289	69	121
Tieck, Ludwig	Romantik	Märchen	Erzählungen und Märchen/Die Gemälde	Literatur-Tieck,-Ludwig/tg952.txt	not defined	1353	30725	25481	1521	4407	4595	3001	3025	1623	124	12	342	852	238	349
Tieck, Ludwig	Romantik	Märchen	Erzählungen und Märchen/Die Geschichte von den Haimonskindern	Literatur-Tieck,-Ludwig/tg902.txt	not defined	690	18339	15701	497	2497	3185	2243	2265	1387	96	11	282	529	215	179
Tieck, Ludwig	Romantik	Märchen	Erzählungen und Märchen/Die Gesellschaft auf dem Lande	Literatur-Tieck,-Ludwig/tg954.txt	not defined	1693	39961	32725	1751	5633	5920	3954	4005	2251	157	16	357	1105	211	458
Tieck, Ludwig	Romantik	Märchen	Erzählungen und Märchen/Die Märchen aus dem Phantasus/Der blonde Eckbert	Literatur-Tieck,-Ludwig/tg925.txt	not defined	312	7498	6457	273	983	1199	850	880	564	28	3	93	276	59	130
Tieck, Ludwig	Romantik	Märchen	Erzählungen und Märchen/Die Märchen aus dem Phantasus/Der getreue Eckart und Der Tannenhäuser	Literatur-Tieck,-Ludwig/tg926.txt	not defined	507	10358	8786	414	1559	1668	1218	1216	803	17	1	125	376	83	179
Tieck, Ludwig	Romantik	Märchen	Erzählungen und Märchen/Die Märchen aus dem Phantasus/Der Pokal	Literatur-Tieck,-Ludwig/tg951.txt	not defined	311	6810	5651	301	954	1068	773	791	526	12	4	78	221	47	108
Tieck, Ludwig	Romantik	Märchen	Erzählungen und Märchen/Die Märchen aus dem Phantasus/Der Runenberg	Literatur-Tieck,-Ludwig/tg929.txt	not defined	363	8995	7691	453	1403	1353	1003	995	668	16	4	121	349	89	160
Tieck, Ludwig	Romantik	Märchen	Erzählungen und Märchen/Die Märchen aus dem Phantasus/Die Elfen	Literatur-Tieck,-Ludwig/tg950.txt	not defined	379	8564	7137	409	1201	1288	960	995	696	17	5	92	312	72	140
Tieck, Ludwig	Romantik	Märchen	Erzählungen und Märchen/Die Märchen aus dem Phantasus/Liebesgeschichte der schönen Magelone und des Grafen Peter von Provence	Literatur-Tieck,-Ludwig/tg931.txt	not defined	816	16161	13815	765	2500	2476	1855	1869	1293	37	4	255	568	161	286
Tieck, Ludwig	Romantik	Märchen	Erzählungen und Märchen/Die Märchen aus dem Phantasus/Liebeszauber	Literatur-Tieck,-Ludwig/tg930.txt	not defined	479	10829	9033	526	1603	1646	1172	1139	704	20	2	117	371	73	170
Tieck, Ludwig	Romantik	Märchen	Erzählungen und Märchen/Peter Lebrecht	Literatur-Tieck,-Ludwig/tg863.txt	not defined	2006	47415	40526	2096	6703	7245	4819	4843	2669	253	27	676	1489	421	636
Tieck, Ludwig	Romantik	Roman	Romane/Der junge Tischlermeister	Literatur-Tieck,-Ludwig/tg814.txt	Romantik_E1	6176	150757	125513	6805	20782	22379	14806	14927	8230	539	67	1469	4335	968	1870
Tieck, Ludwig	Romantik	Roman	Romane/Franz Sternbalds Wanderungen	Literatur-Tieck,-Ludwig/tg778.txt	Romantik_Kern	5202	122087	102534	5190	17069	19241	13257	13533	8105	399	52	1331	3802	845	1720
Tieck, Ludwig	Romantik	Roman	Romane/Geschichte des Herrn William Lovell	Literatur-Tieck,-Ludwig/tg500.txt	Romantik_Kern	8479	187484	159950	7751	23724	29294	18942	19704	10370	938	97	2289	5623	1447	2479
Tieck, Ludwig	Romantik	Roman	Romane/Vittoria Accorombona	Literatur-Tieck,-Ludwig/tg825.txt	Romantik_E1	5145	122945	102016	5954	17849	18038	12085	12007	6695	445	49	1242	3712	785	1590
Tieck, Ludwig	not defined	Roman	Wunderlichkeiten	droro_e1/Tieck_Ludwig_Wunderlichkeiten.txt	Romantik_E1	1663	36354	30964	1624	5126	5774	3736	3847	2045	133	15	383	1007	253	415
Unger, Friederike Helene	Romantik	prose	Romane/Albert und Albertine	Literatur-Unger,-Friederike-Helene/tg10.txt	Romantik_E2	3220	54425	44679	2710	8192	7941	5463	5586	3416	174	24	612	1539	367	617
Unger, Friederike Helene	Romantik	prose	Romane/Bekenntnisse einer schönen Seele	Literatur-Unger,-Friederike-Helene/tg45.txt	Romantik_E2	2431	57477	49421	2109	8208	9171	5439	5636	2511	419	36	810	1811	486	797
Unger, Friederike Helene	Romantik	prose	Romane/Julchen Grünthal	Literatur-Unger,-Friederike-Helene/tg4.txt	Romantik_E2	6725	117450	97835	5696	16944	17876	11920	12332	7107	726	108	1458	3362	931	1301
Vulpius, Christian August	not defined	Roman	Rinaldo Rinaldini der Räuberhauptmann	droro_kern/Vulpius_Christian_August_Rinaldo_Rinaldini,_der_Raeuberhauptmann.txt	Romantik_Kern	16580	175379	140215	4489	23064	28692	20088	21319	13497	459	65	2120	4499	1538	1721
Wackenroder, Wilhelm Heinrich	Romantik	other	Schriften und Dichtungen/Herzensergießungen eines kunstliebenden Klosterbruders	Literatur-Wackenroder,-Wilhelm-Heinrich/tg4.txt	not defined	1427	36610	31581	2488	5796	4790	3221	3120	1697	120	23	474	1295	315	575
Wackenroder, Wilhelm Heinrich	Romantik	other	Schriften und Dichtungen/Phantasien über die Kunst für Freunde der Kunst	Literatur-Wackenroder,-Wilhelm-Heinrich/tg25.txt	not defined	1213	37804	32268	2795	6471	4933	3594	3264	2043	72	11	463	1319	277	606
Waiblinger, Wilhelm	not defined	Roman	Phaeton	droro_e1/Waiblinger_Wilhelm_Phaeton.txt	Romantik_E1	3759	50139	42425	2903	8822	6251	4629	5115	3580	90	26	621	1594	353	784
Wieland, Christoph Martin	Klassik	Roman	Romane/Aristipp und einige seiner Zeitgenossen	Literatur-Wieland,-Christoph-Martin/tg467.txt	not defined	11282	337068	290070	18377	51713	47081	28938	27141	12276	2510	195	4073	9843	2214	3748
Wieland, Christoph Martin	Klassik	Roman	Romane/Der goldene Spiegel	Literatur-Wieland,-Christoph-Martin/tg272.txt	not defined	4951	142435	121942	8506	25228	19647	12080	11299	5224	891	56	1548	4085	813	1554
Wieland, Christoph Martin	Klassik	Roman	Romane/Die Abenteuer des Don Sylvio von Rosalva	Literatur-Wieland,-Christoph-Martin/tg305.txt	not defined	4804	144259	123272	6371	19499	23055	14139	14693	7244	1098	75	1544	3912	952	1564
Wieland, Christoph Martin	Klassik	Roman	Romane/Geschichte der Abderiten	Literatur-Wieland,-Christoph-Martin/tg376.txt	not defined	5105	125370	106035	6105	20012	18453	11248	11180	5229	848	65	1373	3402	836	1298
Wieland, Christoph Martin	Klassik	Roman	Romane/Geschichte des Agathon	Literatur-Wieland,-Christoph-Martin/tg179.txt	not defined	6187	186938	160341	9865	29649	27094	16670	15334	7004	1330	65	2329	5266	1257	1996
Wieland, Christoph Martin	Klassik	Roman	Romane/Peregrinus Proteus	Literatur-Wieland,-Christoph-Martin/tg444.txt	not defined	4203	125175	107836	6857	20025	16999	10843	10125	5089	824	52	1695	4199	976	1620
Wobeser, Wilhelmine Karoline von	not defined	Roman	Elisa	droro_e2/Wobeser_Wilhelmine_Karoline_von_Elisa.txt	Romantik_E2	6350	90633	74554	2430	12963	14200	9352	9667	5460	561	40	955	2393	575	1017
Wolzogen, Caroline von	not defined	Roman	Agnes von Lilien	droro_e1/Wolzogen_Caroline_von_Agnes_von_Lilien.txt	Romantik_E1	4735	93095	80272	5394	15982	13459	10016	9455	6362	355	50	1422	3304	799	1436
Zschokke, Heinrich	not defined	Roman	Addrich im Moos	droro_e1/Zschokke_Heinrich_Addrich.txt	Romantik_E1	8143	128198	104996	5635	21320	18023	12721	12569	7929	505	75	1545	4130	901	1475
Zschokke, Heinrich	not defined	Roman	Das Goldmacherdorf	droro_e1/Zschokke_Heinrich_Das_Goldmacherdorf.txt	Romantik_E1	2843	49923	42469	1870	8378	7526	4971	5307	2982	184	25	586	1575	379	614
Zschokke, Heinrich	not defined	Roman	Der Flüchtling im Jura	droro_e1/Zschokke_Heinrich_Der_Fluechtling.txt	Romantik_E1	3039	45459	38303	2083	7476	6664	4763	4831	3142	196	21	549	1528	324	584
Zschokke, Heinrich	not defined	Roman	Die Rose von Disentis	droro_e2/Zschokke_Heinrich_Die_Rose_von_Disentis.txt	Romantik_E2	5934	91333	76055	4562	15589	12154	8703	8581	5543	259	47	979	2999	572	1133
